sentence,labels
.,O
sep,sep
The,O
training,O
video,O
emphasizes,O
the,O
importance,O
of,O
using,O
PPE,B-TOOL
in,O
high,O
-,O
risk,O
environments,O
to,O
protect,O
against,O
harmful,O
dust,O
and,O
airborne,O
particles,O
.,O
sep,sep
Healthcare,O
providers,O
must,O
always,O
don,O
the,O
appropriate,O
PPE,B-TOOL
before,O
attending,O
to,O
patients,O
in,O
the,O
infectious,O
ward,O
to,O
prevent,O
cross,O
-,O
contamination,O
.,O
sep,sep
Supervisors,O
are,O
responsible,O
for,O
ensuring,O
that,O
every,O
team,O
member,O
has,O
the,O
required,O
PPE,B-TOOL
before,O
entering,O
a,O
potentially,O
dangerous,O
workspace,O
.,O
sep,sep
The,O
maintenance,O
manual,O
clearly,O
states,O
that,O
workers,O
should,O
inspect,O
their,O
PPE,B-TOOL
for,O
any,O
damage,O
prior,O
to,O
use,O
to,O
maintain,O
effective,O
protection,O
.,O
sep,sep
In,O
emergency,O
response,O
scenarios,O
",",O
PPE,B-TOOL
plays,O
a,O
critical,O
role,O
in,O
ensuring,O
that,O
first,O
responders,O
are,O
shielded,O
from,O
biological,O
and,O
chemical,O
hazards,O
.,O
sep,sep
The,O
company,O
policy,O
requires,O
all,O
contractors,O
to,O
use,O
PPE,B-TOOL
when,O
accessing,O
elevated,O
work,O
areas,O
to,O
prevent,O
falls,O
and,O
other,O
injuries,O
.,O
sep,sep
Before,O
proceeding,O
with,O
the,O
demolition,O
work,O
",",O
it,O
is,O
important,O
to,O
put,O
on,O
your,O
PPE,B-TOOL
to,O
protect,O
yourself,O
from,O
debris,O
and,O
dust,O
.,O
sep,sep
Laboratory,O
personnel,O
must,O
be,O
provided,O
with,O
PPE,B-TOOL
such,O
as,O
lab,O
coats,O
and,O
protective,O
eyewear,O
to,O
avoid,O
exposure,O
to,O
harmful,O
substances,O
.,O
sep,sep
Correct,O
use,O
of,O
PPE,B-TOOL
not,O
only,O
safeguards,O
the,O
individual,O
but,O
also,O
helps,O
maintain,O
a,O
safer,O
environment,O
for,O
everyone,O
working,O
on,O
the,O
site,O
.,O
sep,sep
Workers,O
should,O
always,O
replace,O
any,O
damaged,O
PPE,B-TOOL
immediately,O
",",O
as,O
compromised,O
equipment,O
may,O
not,O
provide,O
adequate,O
protection,O
during,O
an,O
emergency,O
.,O
sep,sep
Proper,O
training,O
on,O
how,O
to,O
use,O
PPE,B-TOOL
effectively,O
is,O
essential,O
for,O
minimizing,O
risks,O
",",O
particularly,O
in,O
environments,O
where,O
chemicals,O
or,O
heavy,O
machinery,O
are,O
involved,O
.,O
sep,sep
The,O
foreman,O
stressed,O
that,O
PPE,B-TOOL
must,O
be,O
worn,O
at,O
all,O
times,O
",",O
even,O
for,O
seemingly,O
minor,O
tasks,O
",",O
to,O
ensure,O
complete,O
protection,O
from,O
workplace,O
hazards,O
.,O
sep,sep
Firefighters,O
equip,O
themselves,O
with,O
specialized,O
PPE,B-TOOL
designed,O
to,O
shield,O
them,O
from,O
extreme,O
heat,O
and,O
dangerous,O
smoke,O
during,O
rescue,O
operations,O
.,O
sep,sep
All,O
hospital,O
personnel,O
are,O
instructed,O
to,O
wear,O
PPE,B-TOOL
when,O
treating,O
patients,O
with,O
contagious,O
diseases,O
to,O
reduce,O
the,O
risk,O
of,O
spreading,O
infections,O
.,O
sep,sep
The,O
occupational,O
safety,O
guidelines,O
make,O
it,O
clear,O
that,O
PPE,B-TOOL
",",O
including,O
safety,O
boots,O
and,O
helmets,O
",",O
must,O
be,O
worn,O
when,O
working,O
in,O
any,O
construction,O
zone,O
.,O
sep,sep
In,O
case,O
of,O
any,O
minor,O
injuries,O
",",O
please,O
proceed,O
directly,O
to,O
the,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
located,O
at,O
the,O
south,O
entrance,O
of,O
the,O
building,O
for,O
immediate,O
treatment,O
.,O
sep,sep
Employees,O
should,O
be,O
aware,O
that,O
the,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
is,O
equipped,O
with,O
basic,O
medical,O
supplies,O
to,O
handle,O
non,O
-,O
emergency,O
situations,O
",",O
such,O
as,O
cuts,O
or,O
sprains,O
.,O
sep,sep
During,O
the,O
safety,O
drill,O
",",O
everyone,O
was,O
shown,O
the,O
location,O
of,O
the,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
so,O
that,O
they,O
could,O
respond,O
quickly,O
if,O
an,O
injury,O
occurred,O
.,O
sep,sep
The,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
is,O
staffed,O
by,O
trained,O
personnel,O
who,O
can,O
provide,O
assistance,O
for,O
minor,O
burns,O
",",O
cuts,O
",",O
and,O
other,O
injuries,O
until,O
further,O
medical,O
care,O
arrives,O
.,O
sep,sep
All,O
workers,O
are,O
required,O
to,O
familiarize,O
themselves,O
with,O
the,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
location,O
and,O
the,O
contents,O
available,O
in,O
case,O
of,O
an,O
accident,O
on,O
the,O
job,O
site,O
.,O
sep,sep
When,O
someone,O
fainted,O
at,O
the,O
event,O
",",O
a,O
quick,O
-,O
thinking,O
volunteer,O
directed,O
the,O
crowd,O
towards,O
the,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
for,O
help,O
until,O
paramedics,O
arrived,O
.,O
sep,sep
The,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
is,O
fully,O
stocked,O
with,O
antiseptics,O
",",O
bandages,O
",",O
and,O
pain,O
relievers,O
to,O
assist,O
with,O
any,O
health,O
concerns,O
that,O
may,O
arise,O
during,O
work,O
hours,O
.,O
sep,sep
Visitors,O
are,O
encouraged,O
to,O
report,O
to,O
the,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
if,O
they,O
feel,O
dizzy,O
",",O
dehydrated,O
",",O
or,O
need,O
basic,O
medical,O
assistance,O
during,O
their,O
visit,O
.,O
sep,sep
In,O
case,O
of,O
an,O
emergency,O
",",O
the,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
serves,O
as,O
the,O
central,O
hub,O
for,O
administering,O
basic,O
life,O
support,O
until,O
professional,O
medical,O
teams,O
can,O
take,O
over,O
.,O
sep,sep
Before,O
participating,O
in,O
any,O
outdoor,O
activities,O
",",O
make,O
sure,O
you,O
know,O
where,O
the,O
nearest,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
is,O
",",O
especially,O
in,O
case,O
of,O
insect,O
bites,O
or,O
allergic,O
reactions,O
.,O
sep,sep
The,O
guide,O
informed,O
the,O
tour,O
group,O
that,O
there,O
is,O
a,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
at,O
the,O
midpoint,O
of,O
the,O
trail,O
",",O
in,O
case,O
anyone,O
feels,O
unwell,O
or,O
needs,O
assistance,O
.,O
sep,sep
During,O
the,O
training,O
session,O
",",O
employees,O
were,O
taught,O
how,O
to,O
access,O
supplies,O
at,O
the,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
and,O
provide,O
basic,O
care,O
for,O
minor,O
injuries,O
.,O
sep,sep
It,O
is,O
mandatory,O
for,O
each,O
department,O
to,O
conduct,O
a,O
walkthrough,O
that,O
includes,O
locating,O
the,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
",",O
so,O
every,O
employee,O
knows,O
where,O
to,O
seek,O
help,O
.,O
sep,sep
The,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
at,O
the,O
event,O
is,O
set,O
up,O
with,O
cooling,O
pads,O
and,O
hydration,O
supplies,O
to,O
assist,O
anyone,O
experiencing,O
symptoms,O
of,O
heat,O
exhaustion,O
.,O
sep,sep
Parents,O
are,O
advised,O
to,O
take,O
their,O
children,O
to,O
the,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
immediately,O
if,O
they,O
show,O
signs,O
of,O
distress,O
",",O
such,O
as,O
a,O
high,O
fever,O
or,O
injury,O
.,O
sep,sep
During,O
the,O
marathon,O
",",O
runners,O
who,O
needed,O
medical,O
attention,O
for,O
blisters,O
or,O
cramps,O
were,O
directed,O
towards,O
the,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
along,O
the,O
course,O
.,O
sep,sep
Each,O
building,O
must,O
have,O
a,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
with,O
easily,O
accessible,O
supplies,O
",",O
which,O
should,O
be,O
inspected,O
monthly,O
to,O
ensure,O
everything,O
is,O
up,O
to,O
date,O
.,O
sep,sep
In,O
the,O
case,O
of,O
minor,O
incidents,O
like,O
nosebleeds,O
or,O
scrapes,O
",",O
employees,O
should,O
use,O
the,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
rather,O
than,O
seeking,O
external,O
medical,O
services,O
right,O
away,O
.,O
sep,sep
The,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
is,O
centrally,O
located,O
within,O
the,O
factory,O
floor,O
",",O
providing,O
workers,O
quick,O
access,O
to,O
necessary,O
first,O
aid,O
tools,O
for,O
minor,O
workplace,O
injuries,O
.,O
sep,sep
According,O
to,O
the,O
safety,O
procedures,O
",",O
all,O
staff,O
must,O
be,O
able,O
to,O
direct,O
guests,O
to,O
the,O
nearest,O
First,B-TOOL
Aid,I-TOOL
Station,I-TOOL
should,O
an,O
emergency,O
arise,O
during,O
their,O
shift,O
.,O
sep,sep
During,O
your,O
outdoor,O
adventure,O
",",O
make,O
sure,O
you,O
carry,O
a,O
medical,B-TOOL
kit,I-TOOL
with,O
essentials,O
like,O
bandages,O
",",O
antiseptics,O
",",O
and,O
pain,O
relief,O
tablets,O
to,O
handle,O
minor,O
injuries,O
.,O
sep,sep
The,O
safety,O
protocol,O
for,O
this,O
workplace,O
requires,O
that,O
a,O
fully,O
stocked,O
medical,B-TOOL
kit,I-TOOL
is,O
always,O
accessible,O
within,O
50,O
meters,O
of,O
every,O
work,O
station,O
.,O
sep,sep
When,O
setting,O
up,O
a,O
campsite,O
",",O
it,O
is,O
critical,O
to,O
keep,O
a,O
medical,B-TOOL
kit,I-TOOL
nearby,O
in,O
case,O
of,O
unexpected,O
injuries,O
such,O
as,O
cuts,O
or,O
insect,O
bites,O
.,O
sep,sep
In,O
the,O
event,O
of,O
a,O
minor,O
accident,O
",",O
please,O
use,O
the,O
medical,B-TOOL
kit,I-TOOL
stored,O
in,O
the,O
breakroom,O
cabinet,O
",",O
which,O
includes,O
items,O
for,O
treating,O
small,O
cuts,O
and,O
bruises,O
.,O
sep,sep
It,O
is,O
highly,O
recommended,O
to,O
check,O
the,O
medical,B-TOOL
kit,I-TOOL
before,O
a,O
road,O
trip,O
to,O
ensure,O
it,O
contains,O
all,O
necessary,O
supplies,O
",",O
like,O
adhesive,O
bandages,O
and,O
disinfectant,O
wipes,O
.,O
sep,sep
All,O
hikers,O
are,O
advised,O
to,O
pack,O
a,O
compact,O
medical,B-TOOL
kit,I-TOOL
to,O
be,O
prepared,O
for,O
blisters,O
or,O
minor,O
falls,O
while,O
on,O
the,O
trail,O
.,O
sep,sep
The,O
medical,B-TOOL
kit,I-TOOL
is,O
designed,O
to,O
help,O
provide,O
immediate,O
relief,O
until,O
professional,O
medical,O
help,O
can,O
be,O
reached,O
",",O
especially,O
in,O
remote,O
locations,O
.,O
sep,sep
Parents,O
should,O
always,O
have,O
a,O
medical,B-TOOL
kit,I-TOOL
handy,O
at,O
home,O
to,O
quickly,O
deal,O
with,O
common,O
injuries,O
like,O
scraped,O
knees,O
or,O
minor,O
burns,O
that,O
children,O
might,O
get,O
.,O
sep,sep
For,O
first,O
-,O
time,O
users,O
",",O
a,O
guide,O
on,O
how,O
to,O
properly,O
use,O
each,O
item,O
in,O
the,O
medical,B-TOOL
kit,I-TOOL
is,O
provided,O
inside,O
the,O
box,O
to,O
ensure,O
correct,O
treatment,O
procedures,O
.,O
sep,sep
During,O
the,O
emergency,O
drill,O
",",O
participants,O
were,O
instructed,O
on,O
how,O
to,O
locate,O
and,O
use,O
the,O
medical,B-TOOL
kit,I-TOOL
to,O
assist,O
anyone,O
with,O
minor,O
injuries,O
until,O
paramedics,O
arrive,O
.,O
sep,sep
Teachers,O
are,O
advised,O
to,O
carry,O
a,O
medical,B-TOOL
kit,I-TOOL
during,O
school,O
trips,O
to,O
handle,O
any,O
minor,O
injuries,O
that,O
students,O
may,O
experience,O
during,O
activities,O
.,O
sep,sep
Before,O
beginning,O
the,O
construction,O
work,O
",",O
the,O
supervisor,O
made,O
sure,O
every,O
team,O
had,O
a,O
medical,B-TOOL
kit,I-TOOL
available,O
in,O
case,O
of,O
minor,O
workplace,O
incidents,O
.,O
sep,sep
The,O
medical,B-TOOL
kit,I-TOOL
should,O
be,O
replenished,O
regularly,O
to,O
ensure,O
that,O
all,O
items,O
",",O
such,O
as,O
bandages,O
and,O
antiseptic,O
creams,O
",",O
are,O
not,O
expired,O
and,O
ready,O
for,O
use,O
.,O
sep,sep
If,O
someone,O
gets,O
a,O
minor,O
cut,O
while,O
cooking,O
",",O
the,O
medical,B-TOOL
kit,I-TOOL
under,O
the,O
kitchen,O
sink,O
contains,O
all,O
necessary,O
supplies,O
to,O
clean,O
and,O
cover,O
the,O
wound,O
.,O
sep,sep
It,O
??O,
s,O
essential,O
for,O
every,O
vehicle,O
to,O
have,O
a,O
medical,B-TOOL
kit,I-TOOL
on,O
board,O
",",O
especially,O
for,O
those,O
who,O
frequently,O
travel,O
long,O
distances,O
or,O
through,O
remote,O
areas,O
.,O
sep,sep
At,O
the,O
beginning,O
of,O
each,O
hiking,O
expedition,O
",",O
the,O
group,O
leader,O
ensures,O
that,O
a,O
medical,B-TOOL
kit,I-TOOL
is,O
available,O
",",O
as,O
it,O
is,O
an,O
essential,O
part,O
of,O
outdoor,O
safety,O
.,O
sep,sep
The,O
medical,B-TOOL
kit,I-TOOL
in,O
the,O
office,O
contains,O
more,O
than,O
just,O
bandages,O
;,O
it,O
also,O
includes,O
a,O
thermometer,O
and,O
basic,O
painkillers,O
for,O
treating,O
mild,O
discomforts,O
.,O
sep,sep
For,O
sporting,O
events,O
",",O
a,O
medical,B-TOOL
kit,I-TOOL
should,O
be,O
easily,O
accessible,O
near,O
the,O
playing,O
field,O
to,O
quickly,O
address,O
any,O
injuries,O
that,O
occur,O
during,O
practice,O
or,O
games,O
.,O
sep,sep
Employees,O
are,O
encouraged,O
to,O
familiarize,O
themselves,O
with,O
the,O
contents,O
of,O
the,O
medical,B-TOOL
kit,I-TOOL
and,O
how,O
to,O
use,O
each,O
item,O
in,O
case,O
a,O
colleague,O
needs,O
first,O
aid,O
assistance,O
.,O
sep,sep
Every,O
household,O
should,O
have,O
a,O
well,O
-,O
stocked,O
medical,B-TOOL
kit,I-TOOL
to,O
handle,O
emergencies,O
such,O
as,O
cuts,O
",",O
burns,O
",",O
or,O
allergic,O
reactions,O
until,O
professional,O
help,O
is,O
available,O
.,O
sep,sep
In,O
case,O
of,O
a,O
sudden,O
cardiac,O
emergency,O
",",O
it,O
is,O
crucial,O
to,O
know,O
where,O
the,O
nearest,O
AED,B-TOOL
is,O
located,O
so,O
that,O
immediate,O
assistance,O
can,O
be,O
provided,O
to,O
the,O
victim,O
.,O
sep,sep
All,O
staff,O
members,O
should,O
be,O
trained,O
on,O
how,O
to,O
properly,O
use,O
the,O
AED,B-TOOL
device,O
in,O
order,O
to,O
respond,O
effectively,O
during,O
an,O
unexpected,O
cardiac,O
arrest,O
.,O
sep,sep
The,O
AED,B-TOOL
is,O
mounted,O
on,O
the,O
wall,O
near,O
the,O
main,O
entrance,O
",",O
clearly,O
marked,O
for,O
easy,O
identification,O
in,O
case,O
someone,O
requires,O
immediate,O
resuscitation,O
.,O
sep,sep
During,O
the,O
emergency,O
drill,O
",",O
participants,O
were,O
shown,O
how,O
to,O
access,O
and,O
operate,O
the,O
AED,B-TOOL
to,O
prepare,O
for,O
a,O
real,O
-,O
life,O
scenario,O
involving,O
cardiac,O
distress,O
.,O
sep,sep
It,O
is,O
important,O
to,O
ensure,O
that,O
the,O
AED,B-TOOL
is,O
regularly,O
checked,O
and,O
maintained,O
",",O
so,O
it,O
remains,O
fully,O
operational,O
and,O
ready,O
for,O
use,O
when,O
needed,O
.,O
sep,sep
Gym,O
trainers,O
must,O
be,O
familiar,O
with,O
the,O
AED,B-TOOL
equipment,O
",",O
as,O
physical,O
exertion,O
could,O
increase,O
the,O
risk,O
of,O
heart,O
-,O
related,O
emergencies,O
among,O
gym,O
members,O
.,O
sep,sep
The,O
AED,B-TOOL
provides,O
verbal,O
and,O
visual,O
instructions,O
to,O
guide,O
rescuers,O
through,O
the,O
steps,O
required,O
to,O
deliver,O
a,O
shock,O
",",O
even,O
for,O
those,O
with,O
no,O
medical,O
training,O
.,O
sep,sep
Every,O
airport,O
terminal,O
is,O
equipped,O
with,O
at,O
least,O
one,O
AED,B-TOOL
device,O
",",O
strategically,O
placed,O
to,O
provide,O
rapid,O
response,O
capability,O
in,O
case,O
of,O
a,O
medical,O
emergency,O
.,O
sep,sep
The,O
AED,B-TOOL
must,O
only,O
be,O
used,O
by,O
individuals,O
who,O
have,O
received,O
appropriate,O
training,O
",",O
or,O
by,O
following,O
the,O
automated,O
voice,O
prompts,O
that,O
guide,O
the,O
user,O
step,O
-,O
by,O
-,O
step,O
.,O
sep,sep
School,O
staff,O
",",O
including,O
teachers,O
and,O
coaches,O
",",O
are,O
required,O
to,O
attend,O
a,O
workshop,O
on,O
how,O
to,O
use,O
the,O
AED,B-TOOL
",",O
ensuring,O
they,O
are,O
prepared,O
to,O
assist,O
in,O
a,O
cardiac,O
emergency,O
.,O
sep,sep
It,O
is,O
crucial,O
that,O
public,O
places,O
",",O
such,O
as,O
malls,O
and,O
stadiums,O
",",O
have,O
accessible,O
AED,B-TOOL
devices,O
to,O
improve,O
the,O
chances,O
of,O
survival,O
for,O
anyone,O
experiencing,O
cardiac,O
arrest,O
.,O
sep,sep
The,O
AED,B-TOOL
located,O
in,O
the,O
breakroom,O
is,O
part,O
of,O
our,O
commitment,O
to,O
workplace,O
safety,O
",",O
allowing,O
us,O
to,O
respond,O
quickly,O
to,O
potential,O
health,O
emergencies,O
.,O
sep,sep
After,O
turning,O
on,O
the,O
AED,B-TOOL
",",O
follow,O
the,O
clear,O
",",O
step,O
-,O
by,O
-,O
step,O
voice,O
instructions,O
to,O
place,O
the,O
pads,O
correctly,O
and,O
deliver,O
a,O
shock,O
if,O
necessary,O
.,O
sep,sep
First,O
responders,O
rely,O
on,O
the,O
AED,B-TOOL
to,O
deliver,O
a,O
potentially,O
life,O
-,O
saving,O
electric,O
shock,O
to,O
restore,O
the,O
heart,O
??O,
s,O
normal,O
rhythm,O
in,O
a,O
timely,O
manner,O
.,O
sep,sep
Training,O
sessions,O
for,O
new,O
employees,O
will,O
include,O
basic,O
CPR,O
techniques,O
as,O
well,O
as,O
instruction,O
on,O
how,O
to,O
operate,O
the,O
AED,B-TOOL
in,O
the,O
case,O
of,O
sudden,O
cardiac,O
arrest,O
.,O
sep,sep
Please,O
ensure,O
that,O
the,O
AED,B-TOOL
unit,O
is,O
visible,O
and,O
not,O
blocked,O
by,O
furniture,O
or,O
equipment,O
",",O
as,O
easy,O
access,O
is,O
critical,O
during,O
an,O
emergency,O
.,O
sep,sep
While,O
waiting,O
for,O
the,O
paramedics,O
to,O
arrive,O
",",O
use,O
the,O
AED,B-TOOL
to,O
provide,O
life,O
-,O
saving,O
support,O
",",O
as,O
every,O
minute,O
without,O
intervention,O
reduces,O
the,O
chances,O
of,O
survival,O
.,O
sep,sep
In,O
the,O
event,O
of,O
a,O
cardiac,O
emergency,O
",",O
the,O
aed,B-TOOL
should,O
be,O
retrieved,O
immediately,O
from,O
its,O
wall,O
-,O
mounted,O
location,O
while,O
someone,O
else,O
calls,O
emergency,O
services,O
.,O
sep,sep
All,O
employees,O
must,O
be,O
familiar,O
with,O
the,O
location,O
and,O
operation,O
of,O
the,O
aed,B-TOOL
to,O
respond,O
promptly,O
if,O
a,O
colleague,O
experiences,O
sudden,O
cardiac,O
arrest,O
.,O
sep,sep
The,O
aed,B-TOOL
provides,O
audible,O
step,O
-,O
by,O
-,O
step,O
instructions,O
",",O
making,O
it,O
easy,O
to,O
use,O
even,O
for,O
those,O
with,O
no,O
prior,O
medical,O
training,O
or,O
experience,O
.,O
sep,sep
It,O
',O
s,O
essential,O
that,O
the,O
aed,B-TOOL
is,O
checked,O
monthly,O
to,O
ensure,O
the,O
batteries,O
are,O
charged,O
and,O
the,O
electrodes,O
are,O
in,O
good,O
condition,O
for,O
emergency,O
use,O
.,O
sep,sep
During,O
the,O
first,O
aid,O
training,O
session,O
",",O
participants,O
learned,O
how,O
to,O
properly,O
use,O
the,O
aed,B-TOOL
to,O
improve,O
survival,O
chances,O
in,O
cases,O
of,O
cardiac,O
arrest,O
.,O
sep,sep
The,O
aed,B-TOOL
is,O
strategically,O
located,O
in,O
the,O
lobby,O
near,O
the,O
entrance,O
",",O
where,O
it,O
can,O
be,O
accessed,O
quickly,O
during,O
an,O
emergency,O
situation,O
.,O
sep,sep
After,O
identifying,O
signs,O
of,O
cardiac,O
arrest,O
",",O
the,O
first,O
responder,O
must,O
immediately,O
start,O
CPR,O
while,O
another,O
person,O
retrieves,O
the,O
aed,B-TOOL
from,O
the,O
designated,O
area,O
.,O
sep,sep
It,O
is,O
crucial,O
to,O
inform,O
new,O
staff,O
members,O
about,O
where,O
the,O
aed,B-TOOL
is,O
located,O
in,O
the,O
building,O
",",O
as,O
quick,O
access,O
can,O
make,O
a,O
life,O
-,O
or,O
-,O
death,O
difference,O
.,O
sep,sep
The,O
aed,B-TOOL
unit,O
must,O
be,O
used,O
if,O
the,O
patient,O
is,O
unresponsive,O
and,O
not,O
breathing,O
;,O
simply,O
turn,O
it,O
on,O
and,O
follow,O
the,O
verbal,O
instructions,O
to,O
deliver,O
a,O
shock,O
.,O
sep,sep
The,O
gym,O
??O,
s,O
aed,B-TOOL
is,O
located,O
near,O
the,O
front,O
desk,O
",",O
ensuring,O
that,O
it,O
is,O
readily,O
available,O
in,O
case,O
a,O
member,O
suffers,O
a,O
sudden,O
medical,O
